,Unnamed: 0,Slide ID,Options,Correct ID,pos_array,pos_delta
116,116,HIND4934697,What is you do?.,3,"[""('What', 'WP')"", ""('is', 'VBZ')"", ""('you', 'PRP')"", ""('do', 'VB')"", ""('?', '.')"", ""('.', '.')""]","[""('is', 'VBZ')""]"
117,117,HIND4934697,What are you do?.,3,"[""('What', 'WP')"", ""('are', 'VBP')"", ""('you', 'PRP')"", ""('do', 'VB')"", ""('?', '.')"", ""('.', '.')""]","[""('are', 'VBP')""]"
118,118,HIND4934697,What do you do?.,3,"[""('What', 'WP')"", ""('do', 'VBP')"", ""('you', 'PRP')"", ""('do', 'VB')"", ""('?', '.')"", ""('.', '.')""]",[]
119,119,HIND4934697,What does you do?.,3,"[""('What', 'WP')"", ""('does', 'VBZ')"", ""('you', 'PRP')"", ""('do', 'VB')"", ""('?', '.')"", ""('.', '.')""]","[""('does', 'VBZ')""]"
120,120,HIND4941057,What do Sheela do?,2,"[""('What', 'WP')"", ""('do', 'VBP')"", ""('Sheela', 'VB')"", ""('do', 'VB')"", ""('?', '.')""]","[""('Sheela', 'VB')"", ""('do', 'VBP')""]"
121,121,HIND4941057,What does Sheela do?,2,"[""('What', 'WP')"", ""('does', 'VBZ')"", ""('Sheela', 'NNP')"", ""('do', 'VB')"", ""('?', '.')""]",[]
122,122,HIND4941057,What is Sheela do?,2,"[""('What', 'WP')"", ""('is', 'VBZ')"", ""('Sheela', 'NNP')"", ""('do', 'VB')"", ""('?', '.')""]","[""('is', 'VBZ')""]"
123,123,HIND4941057,What doing Sheela do?,2,"[""('What', 'WP')"", ""('doing', 'VBG')"", ""('Sheela', 'NNP')"", ""('do', 'VB')"", ""('?', '.')""]","[""('doing', 'VBG')""]"
124,124,HIND4948420,I go to school every day at 9 AM.,1,"[""('I', 'PRP')"", ""('go', 'VBP')"", ""('to', 'TO')"", ""('school', 'NN')"", ""('every', 'DT')"", ""('day', 'NN')"", ""('at', 'IN')"", ""('9', 'CD')"", ""('AM', 'NNP')"", ""('.', '.')""]",[]
125,125,HIND4948420,I am go to school every day at 9 AM.,1,"[""('I', 'PRP')"", ""('am', 'VBP')"", ""('go', 'VB')"", ""('to', 'TO')"", ""('school', 'NN')"", ""('every', 'DT')"", ""('day', 'NN')"", ""('at', 'IN')"", ""('9', 'CD')"", ""('AM', 'NNP')"", ""('.', '.')""]","[""('go', 'VB')"", ""('am', 'VBP')""]"
126,126,HIND4948420,I going to school every day at 9 AM.,1,"[""('I', 'PRP')"", ""('going', 'VBG')"", ""('to', 'TO')"", ""('school', 'NN')"", ""('every', 'DT')"", ""('day', 'NN')"", ""('at', 'IN')"", ""('9', 'CD')"", ""('AM', 'NNP')"", ""('.', '.')""]","[""('going', 'VBG')""]"
127,127,HIND4948420,I have go to school every day at 9 AM.,1,"[""('I', 'PRP')"", ""('have', 'VBP')"", ""('go', 'VBN')"", ""('to', 'TO')"", ""('school', 'NN')"", ""('every', 'DT')"", ""('day', 'NN')"", ""('at', 'IN')"", ""('9', 'CD')"", ""('AM', 'NNP')"", ""('.', '.')""]","[""('go', 'VBN')"", ""('have', 'VBP')""]"
128,128,HIND4949866,I doesn't go to school on weekends.,2,"[""('I', 'PRP')"", ""('does', 'VBZ')"", '(""n\'t"", \'RB\')', ""('go', 'VB')"", ""('to', 'TO')"", ""('school', 'NN')"", ""('on', 'IN')"", ""('weekends', 'NNS')"", ""('.', '.')""]","[""('does', 'VBZ')""]"
129,129,HIND4949866,I don't go to school on weekends.,2,"[""('I', 'PRP')"", ""('do', 'VBP')"", '(""n\'t"", \'RB\')', ""('go', 'VB')"", ""('to', 'TO')"", ""('school', 'NN')"", ""('on', 'IN')"", ""('weekends', 'NNS')"", ""('.', '.')""]",[]
130,130,HIND4949866,I am not go to school on weekends.,2,"[""('I', 'PRP')"", ""('am', 'VBP')"", ""('not', 'RB')"", ""('go', 'VB')"", ""('to', 'TO')"", ""('school', 'NN')"", ""('on', 'IN')"", ""('weekends', 'NNS')"", ""('.', '.')""]","[""('am', 'VBP')"", ""('not', 'RB')""]"
131,131,HIND4949866,I don't goes to school on weekends.,2,"[""('I', 'PRP')"", ""('do', 'VBP')"", '(""n\'t"", \'RB\')', ""('goes', 'VBZ')"", ""('to', 'TO')"", ""('school', 'NN')"", ""('on', 'IN')"", ""('weekends', 'NNS')"", ""('.', '.')""]","[""('goes', 'VBZ')""]"
132,132,HIND4951128,You works at a restaurant.,4,"[""('You', 'PRP')"", ""('works', 'VBP')"", ""('at', 'IN')"", ""('a', 'DT')"", ""('restaurant', 'NN')"", ""('.', '.')""]","[""('works', 'VBP')""]"
133,133,HIND4951128,You are work at a restaurant.,4,"[""('You', 'PRP')"", ""('are', 'VBP')"", ""('work', 'VBN')"", ""('at', 'IN')"", ""('a', 'DT')"", ""('restaurant', 'NN')"", ""('.', '.')""]","[""('are', 'VBP')"", ""('work', 'VBN')""]"
134,134,HIND4951128,You working at a restaurant.,4,"[""('You', 'PRP')"", ""('working', 'VBG')"", ""('at', 'IN')"", ""('a', 'DT')"", ""('restaurant', 'NN')"", ""('.', '.')""]","[""('working', 'VBG')""]"
135,135,HIND4951128,You work at a restaurant.,4,"[""('You', 'PRP')"", ""('work', 'VBP')"", ""('at', 'IN')"", ""('a', 'DT')"", ""('restaurant', 'NN')"", ""('.', '.')""]",[]
136,136,HIND4952396,I doesn't like your job.,3,"[""('I', 'PRP')"", ""('does', 'VBZ')"", '(""n\'t"", \'RB\')', ""('like', 'VB')"", ""('your', 'PRP$')"", ""('job', 'NN')"", ""('.', '.')""]","[""('does', 'VBZ')""]"
137,137,HIND4952396,I are not like your job.,3,"[""('I', 'PRP')"", ""('are', 'VBP')"", ""('not', 'RB')"", ""('like', 'IN')"", ""('your', 'PRP$')"", ""('job', 'NN')"", ""('.', '.')""]","[""('like', 'IN')"", ""('are', 'VBP')"", ""('not', 'RB')""]"
138,138,HIND4952396,I don't like your job.,3,"[""('I', 'PRP')"", ""('do', 'VBP')"", '(""n\'t"", \'RB\')', ""('like', 'VB')"", ""('your', 'PRP$')"", ""('job', 'NN')"", ""('.', '.')""]",[]
139,139,HIND4952396,I not liking your job.,3,"[""('I', 'PRP')"", ""('not', 'RB')"", ""('liking', 'VBG')"", ""('your', 'PRP$')"", ""('job', 'NN')"", ""('.', '.')""]","[""('liking', 'VBG')"", ""('not', 'RB')""]"
140,140,HIND4953614,We check our emails every day.,1,"[""('We', 'PRP')"", ""('check', 'VBP')"", ""('our', 'PRP$')"", ""('emails', 'NNS')"", ""('every', 'DT')"", ""('day', 'NN')"", ""('.', '.')""]",[]
141,141,HIND4953614,We are check our emails every day.,1,"[""('We', 'PRP')"", ""('are', 'VBP')"", ""('check', 'VB')"", ""('our', 'PRP$')"", ""('emails', 'NNS')"", ""('every', 'DT')"", ""('day', 'NN')"", ""('.', '.')""]","[""('check', 'VB')"", ""('are', 'VBP')""]"
142,142,HIND4953614,We checks our emails every day.,1,"[""('We', 'PRP')"", ""('checks', 'VBP')"", ""('our', 'PRP$')"", ""('emails', 'NNS')"", ""('every', 'DT')"", ""('day', 'NN')"", ""('.', '.')""]","[""('checks', 'VBP')""]"
143,143,HIND4953614,We checking our emails every day.,1,"[""('We', 'PRP')"", ""('checking', 'VBG')"", ""('our', 'PRP$')"", ""('emails', 'NNS')"", ""('every', 'DT')"", ""('day', 'NN')"", ""('.', '.')""]","[""('checking', 'VBG')""]"
144,144,HIND4954841,Please answers the phone.,2,"[""('Please', 'NNP')"", ""('answers', 'VBZ')"", ""('the', 'DT')"", ""('phone', 'NN')"", ""('.', '.')""]","[""('answers', 'VBZ')""]"
145,145,HIND4954841,Please answer the phone.,2,"[""('Please', 'NNP')"", ""('answer', 'VB')"", ""('the', 'DT')"", ""('phone', 'NN')"", ""('.', '.')""]",[]
146,146,HIND4954841,Please do answer the phone.,2,"[""('Please', 'VB')"", ""('do', 'VB')"", ""('answer', 'VB')"", ""('the', 'DT')"", ""('phone', 'NN')"", ""('.', '.')""]","[""('do', 'VB')"", ""('Please', 'VB')""]"
147,147,HIND4954841,Please answering the phone.,2,"[""('Please', 'VB')"", ""('answering', 'VBG')"", ""('the', 'DT')"", ""('phone', 'NN')"", ""('.', '.')""]","[""('answering', 'VBG')"", ""('Please', 'VB')""]"
148,148,HIND4956607,They are play cricket on Saturdays.,3,"[""('They', 'PRP')"", ""('are', 'VBP')"", ""('play', 'VBG')"", ""('cricket', 'NN')"", ""('on', 'IN')"", ""('Saturdays', 'NNP')"", ""('.', '.')""]","[""('play', 'VBG')"", ""('are', 'VBP')""]"
149,149,HIND4956607,They plays cricket on Saturdays.,3,"[""('They', 'PRP')"", ""('plays', 'VBP')"", ""('cricket', 'NN')"", ""('on', 'IN')"", ""('Saturdays', 'NNP')"", ""('.', '.')""]","[""('plays', 'VBP')""]"
150,150,HIND4956607,They play cricket on Saturdays.,3,"[""('They', 'PRP')"", ""('play', 'VBP')"", ""('cricket', 'NN')"", ""('on', 'IN')"", ""('Saturdays', 'NNP')"", ""('.', '.')""]",[]
151,151,HIND4956607,They playing cricket on Saturdays.,3,"[""('They', 'PRP')"", ""('playing', 'VBG')"", ""('cricket', 'NN')"", ""('on', 'IN')"", ""('Saturdays', 'NNP')"", ""('.', '.')""]","[""('playing', 'VBG')""]"
152,152,HIND4957856,She doesn't go to parties on Sundays.,1,"[""('She', 'PRP')"", ""('does', 'VBZ')"", '(""n\'t"", \'RB\')', ""('go', 'VB')"", ""('to', 'TO')"", ""('parties', 'NNS')"", ""('on', 'IN')"", ""('Sundays', 'NNP')"", ""('.', '.')""]",[]
153,153,HIND4957856,She don't go to parties on Sundays.,1,"[""('She', 'PRP')"", ""('do', 'VBP')"", '(""n\'t"", \'RB\')', ""('go', 'VB')"", ""('to', 'TO')"", ""('parties', 'NNS')"", ""('on', 'IN')"", ""('Sundays', 'NNP')"", ""('.', '.')""]","[""('do', 'VBP')""]"
154,154,HIND4957856,She is not go to parties on Sundays.,1,"[""('She', 'PRP')"", ""('is', 'VBZ')"", ""('not', 'RB')"", ""('go', 'VB')"", ""('to', 'TO')"", ""('parties', 'NNS')"", ""('on', 'IN')"", ""('Sundays', 'NNP')"", ""('.', '.')""]","[""('is', 'VBZ')"", ""('not', 'RB')""]"
155,155,HIND4957856,She doesn't goes to parties on Sundays.,1,"[""('She', 'PRP')"", ""('does', 'VBZ')"", '(""n\'t"", \'RB\')', ""('goes', 'VBZ')"", ""('to', 'TO')"", ""('parties', 'NNS')"", ""('on', 'IN')"", ""('Sundays', 'NNP')"", ""('.', '.')""]","[""('goes', 'VBZ')""]"
156,156,HIND4959597,Ramesh don't like Football.,2,"[""('Ramesh', 'NNP')"", ""('do', 'VBP')"", '(""n\'t"", \'RB\')', ""('like', 'VB')"", ""('Football', 'NNP')"", ""('.', '.')""]","[""('do', 'VBP')""]"
157,157,HIND4959597,Ramesh doesn't like Football.,2,"[""('Ramesh', 'NNP')"", ""('does', 'VBZ')"", '(""n\'t"", \'RB\')', ""('like', 'VB')"", ""('Football', 'NNP')"", ""('.', '.')""]",[]
158,158,HIND4959597,Ramesh doesn't likes Football.,2,"[""('Ramesh', 'NNP')"", ""('does', 'VBZ')"", '(""n\'t"", \'RB\')', ""('likes', 'VB')"", ""('Football', 'NNP')"", ""('.', '.')""]","[""('likes', 'VB')""]"
159,159,HIND4959597,Ramesh is not like Football.,2,"[""('Ramesh', 'NNP')"", ""('is', 'VBZ')"", ""('not', 'RB')"", ""('like', 'IN')"", ""('Football', 'NNP')"", ""('.', '.')""]","[""('like', 'IN')"", ""('is', 'VBZ')"", ""('not', 'RB')""]"
160,160,HIND4961061,Ankit and Neha likes Indian food.,2,"[""('Ankit', 'NNP')"", ""('and', 'CC')"", ""('Neha', 'NNP')"", ""('likes', 'VBZ')"", ""('Indian', 'JJ')"", ""('food', 'NN')"", ""('.', '.')""]","[""('likes', 'VBZ')""]"
161,161,HIND4961061,Ankit and Neha like Indian food.,2,"[""('Ankit', 'NNP')"", ""('and', 'CC')"", ""('Neha', 'NNP')"", ""('like', 'IN')"", ""('Indian', 'JJ')"", ""('food', 'NN')"", ""('.', '.')""]",[]
162,162,HIND4961061,Ankit and Neha are like Indian food.,2,"[""('Ankit', 'NNP')"", ""('and', 'CC')"", ""('Neha', 'NNP')"", ""('are', 'VBP')"", ""('like', 'IN')"", ""('Indian', 'JJ')"", ""('food', 'NN')"", ""('.', '.')""]","[""('are', 'VBP')""]"
163,163,HIND4961061,Ankit and Neha is like Indian food.,2,"[""('Ankit', 'NNP')"", ""('and', 'CC')"", ""('Neha', 'NNP')"", ""('is', 'VBZ')"", ""('like', 'IN')"", ""('Indian', 'JJ')"", ""('food', 'NN')"", ""('.', '.')""]","[""('is', 'VBZ')""]"
164,164,HIND4962305,My parents goes for a walk every day.,2,"[""('My', 'PRP$')"", ""('parents', 'NNS')"", ""('goes', 'VBZ')"", ""('for', 'IN')"", ""('a', 'DT')"", ""('walk', 'NN')"", ""('every', 'DT')"", ""('day', 'NN')"", ""('.', '.')""]","[""('goes', 'VBZ')""]"
165,165,HIND4962305,My parents go for a walk every day.,2,"[""('My', 'PRP$')"", ""('parents', 'NNS')"", ""('go', 'VB')"", ""('for', 'IN')"", ""('a', 'DT')"", ""('walk', 'NN')"", ""('every', 'DT')"", ""('day', 'NN')"", ""('.', '.')""]",[]
166,166,HIND4962305,My parents are go for a walk every day.,2,"[""('My', 'PRP$')"", ""('parents', 'NNS')"", ""('are', 'VBP')"", ""('go', 'VB')"", ""('for', 'IN')"", ""('a', 'DT')"", ""('walk', 'NN')"", ""('every', 'DT')"", ""('day', 'NN')"", ""('.', '.')""]","[""('are', 'VBP')""]"
167,167,HIND4962305,My parents going for a walk every day.,2,"[""('My', 'PRP$')"", ""('parents', 'NNS')"", ""('going', 'VBG')"", ""('for', 'IN')"", ""('a', 'DT')"", ""('walk', 'NN')"", ""('every', 'DT')"", ""('day', 'NN')"", ""('.', '.')""]","[""('going', 'VBG')""]"
168,168,HIND4978330,I get up at 7 o'clock.,1,"[""('I', 'PRP')"", ""('get', 'VBP')"", ""('up', 'RB')"", ""('at', 'IN')"", ""('7', 'CD')"", '(""o\'clock"", \'NN\')', ""('.', '.')""]",[]
169,169,HIND4978330,I gets up at 7 o'clock.,1,"[""('I', 'PRP')"", ""('gets', 'VBZ')"", ""('up', 'RB')"", ""('at', 'IN')"", ""('7', 'CD')"", '(""o\'clock"", \'NN\')', ""('.', '.')""]","[""('gets', 'VBZ')""]"
170,170,HIND4978330,I am get up at 7 o'clock.,1,"[""('I', 'PRP')"", ""('am', 'VBP')"", ""('get', 'VB')"", ""('up', 'RB')"", ""('at', 'IN')"", ""('7', 'CD')"", '(""o\'clock"", \'NN\')', ""('.', '.')""]","[""('get', 'VB')"", ""('am', 'VBP')""]"
171,171,HIND4978330,I getting up at 7 o'clock.,1,"[""('I', 'PRP')"", ""('getting', 'VBG')"", ""('up', 'RB')"", ""('at', 'IN')"", ""('7', 'CD')"", '(""o\'clock"", \'NN\')', ""('.', '.')""]","[""('getting', 'VBG')""]"
172,172,HIND4981240,I has breakfast at 9 AM.,2,"[""('I', 'PRP')"", ""('has', 'VBZ')"", ""('breakfast', 'VBN')"", ""('at', 'IN')"", ""('9', 'CD')"", ""('AM', 'NNP')"", ""('.', '.')""]","[""('has', 'VBZ')""]"
173,173,HIND4981240,I have breakfast at 9 AM.,2,"[""('I', 'PRP')"", ""('have', 'VBP')"", ""('breakfast', 'VBN')"", ""('at', 'IN')"", ""('9', 'CD')"", ""('AM', 'NNP')"", ""('.', '.')""]",[]
174,174,HIND4981240,I am have breakfast at 9 AM.,2,"[""('I', 'PRP')"", ""('am', 'VBP')"", ""('have', 'VBP')"", ""('breakfast', 'VBN')"", ""('at', 'IN')"", ""('9', 'CD')"", ""('AM', 'NNP')"", ""('.', '.')""]","[""('am', 'VBP')""]"
175,175,HIND4981240,I having breakfast at 9 AM.,2,"[""('I', 'PRP')"", ""('having', 'VBG')"", ""('breakfast', 'NN')"", ""('at', 'IN')"", ""('9', 'CD')"", ""('AM', 'NNP')"", ""('.', '.')""]","[""('breakfast', 'NN')"", ""('having', 'VBG')""]"
176,176,HIND4982668,I takes a shower at 9:30 AM.,4,"[""('I', 'PRP')"", ""('takes', 'VBZ')"", ""('a', 'DT')"", ""('shower', 'NN')"", ""('at', 'IN')"", ""('9:30', 'CD')"", ""('AM', 'NNP')"", ""('.', '.')""]","[""('takes', 'VBZ')""]"
177,177,HIND4982668,I am take a shower at 9:30 AM.,4,"[""('I', 'PRP')"", ""('am', 'VBP')"", ""('take', 'VB')"", ""('a', 'DT')"", ""('shower', 'JJR')"", ""('at', 'IN')"", ""('9:30', 'CD')"", ""('AM', 'NNP')"", ""('.', '.')""]","[""('am', 'VBP')"", ""('take', 'VB')"", ""('shower', 'JJR')""]"
178,178,HIND4982668,I taking a shower at 9:30 AM.,4,"[""('I', 'PRP')"", ""('taking', 'VBG')"", ""('a', 'DT')"", ""('shower', 'NN')"", ""('at', 'IN')"", ""('9:30', 'CD')"", ""('AM', 'NNP')"", ""('.', '.')""]","[""('taking', 'VBG')""]"
179,179,HIND4982668,I take a shower at 9:30 AM.,4,"[""('I', 'PRP')"", ""('take', 'VBP')"", ""('a', 'DT')"", ""('shower', 'NN')"", ""('at', 'IN')"", ""('9:30', 'CD')"", ""('AM', 'NNP')"", ""('.', '.')""]",[]
180,180,HIND4983975,He go to work at 10 AM.,2,"[""('He', 'PRP')"", ""('go', 'VB')"", ""('to', 'TO')"", ""('work', 'VB')"", ""('at', 'IN')"", ""('10', 'CD')"", ""('AM', 'NNP')"", ""('.', '.')""]","[""('go', 'VB')""]"
181,181,HIND4983975,He goes to work at 10 AM.,2,"[""('He', 'PRP')"", ""('goes', 'VBZ')"", ""('to', 'TO')"", ""('work', 'VB')"", ""('at', 'IN')"", ""('10', 'CD')"", ""('AM', 'NNP')"", ""('.', '.')""]",[]
182,182,HIND4983975,He is go to work at 10 AM.,2,"[""('He', 'PRP')"", ""('is', 'VBZ')"", ""('go', 'VB')"", ""('to', 'TO')"", ""('work', 'VB')"", ""('at', 'IN')"", ""('10', 'CD')"", ""('AM', 'NNP')"", ""('.', '.')""]","[""('go', 'VB')"", ""('is', 'VBZ')""]"
183,183,HIND4983975,He going to work at 10 AM.,2,"[""('He', 'PRP')"", ""('going', 'VBG')"", ""('to', 'TO')"", ""('work', 'VB')"", ""('at', 'IN')"", ""('10', 'CD')"", ""('AM', 'NNP')"", ""('.', '.')""]","[""('going', 'VBG')""]"
184,184,HIND4985195,Amit have dinner at 8 PM.,3,"[""('Amit', 'NNP')"", ""('have', 'VBP')"", ""('dinner', 'VBN')"", ""('at', 'IN')"", ""('8', 'CD')"", ""('PM', 'NNP')"", ""('.', '.')""]","[""('have', 'VBP')""]"
185,185,HIND4985195,Amit is have dinner at 8 PM.,3,"[""('Amit', 'NN')"", ""('is', 'VBZ')"", ""('have', 'JJ')"", ""('dinner', 'NN')"", ""('at', 'IN')"", ""('8', 'CD')"", ""('PM', 'NNP')"", ""('.', '.')""]","[""('Amit', 'NN')"", ""('is', 'VBZ')"", ""('dinner', 'NN')"", ""('have', 'JJ')""]"
186,186,HIND4985195,Amit has dinner at 8 PM.,3,"[""('Amit', 'NNP')"", ""('has', 'VBZ')"", ""('dinner', 'VBN')"", ""('at', 'IN')"", ""('8', 'CD')"", ""('PM', 'NNP')"", ""('.', '.')""]",[]
187,187,HIND4985195,Amit having dinner at 8 PM.,3,"[""('Amit', 'NNP')"", ""('having', 'VBG')"", ""('dinner', 'NN')"", ""('at', 'IN')"", ""('8', 'CD')"", ""('PM', 'NNP')"", ""('.', '.')""]","[""('dinner', 'NN')"", ""('having', 'VBG')""]"
188,188,HIND4990728,What time do you go to work?,1,"[""('What', 'WP')"", ""('time', 'NN')"", ""('do', 'VB')"", ""('you', 'PRP')"", ""('go', 'VB')"", ""('to', 'TO')"", ""('work', 'VB')"", ""('?', '.')""]",[]
189,189,HIND4990728,What times do you go to work?,1,"[""('What', 'WP')"", ""('times', 'VBZ')"", ""('do', 'VBP')"", ""('you', 'PRP')"", ""('go', 'VB')"", ""('to', 'TO')"", ""('work', 'VB')"", ""('?', '.')""]","[""('do', 'VBP')"", ""('times', 'VBZ')""]"
190,190,HIND4990728,What time are you go to work?,1,"[""('What', 'WP')"", ""('time', 'NN')"", ""('are', 'VBP')"", ""('you', 'PRP')"", ""('go', 'VBP')"", ""('to', 'TO')"", ""('work', 'VB')"", ""('?', '.')""]","[""('are', 'VBP')"", ""('go', 'VBP')""]"
191,191,HIND4990728,When are you go to work?,1,"[""('When', 'WRB')"", ""('are', 'VBP')"", ""('you', 'PRP')"", ""('go', 'VBP')"", ""('to', 'TO')"", ""('work', 'VB')"", ""('?', '.')""]","[""('When', 'WRB')"", ""('are', 'VBP')"", ""('go', 'VBP')""]"
192,192,HIND4991980,What time is she get up?,3,"[""('What', 'WP')"", ""('time', 'NN')"", ""('is', 'VBZ')"", ""('she', 'PRP')"", ""('get', 'VB')"", ""('up', 'RP')"", ""('?', '.')""]","[""('is', 'VBZ')""]"
193,193,HIND4991980,What time do she get up?,3,"[""('What', 'WP')"", ""('time', 'NN')"", ""('do', 'VB')"", ""('she', 'PRP')"", ""('get', 'VB')"", ""('up', 'RP')"", ""('?', '.')""]","[""('do', 'VB')""]"
194,194,HIND4991980,What time does she get up?,3,"[""('What', 'WP')"", ""('time', 'NN')"", ""('does', 'VBZ')"", ""('she', 'PRP')"", ""('get', 'VB')"", ""('up', 'RP')"", ""('?', '.')""]",[]
195,195,HIND4991980,What time has she get up?,3,"[""('What', 'WP')"", ""('time', 'NN')"", ""('has', 'VBZ')"", ""('she', 'PRP')"", ""('get', 'VB')"", ""('up', 'RP')"", ""('?', '.')""]","[""('has', 'VBZ')""]"
196,196,HIND4993235,She has lunch at 2 PM.,1,"[""('She', 'PRP')"", ""('has', 'VBZ')"", ""('lunch', 'NN')"", ""('at', 'IN')"", ""('2', 'CD')"", ""('PM', 'NNP')"", ""('.', '.')""]",[]
197,197,HIND4993235,She have lunch at 2 PM.,1,"[""('She', 'PRP')"", ""('have', 'VBP')"", ""('lunch', 'VBN')"", ""('at', 'IN')"", ""('2', 'CD')"", ""('PM', 'NNP')"", ""('.', '.')""]","[""('lunch', 'VBN')"", ""('have', 'VBP')""]"
198,198,HIND4993235,She is have lunch at 2 PM.,1,"[""('She', 'PRP')"", ""('is', 'VBZ')"", ""('have', 'JJ')"", ""('lunch', 'NN')"", ""('at', 'IN')"", ""('2', 'CD')"", ""('PM', 'NNP')"", ""('.', '.')""]","[""('is', 'VBZ')"", ""('have', 'JJ')""]"
199,199,HIND4993235,She is do lunch at 2 PM.,1,"[""('She', 'PRP')"", ""('is', 'VBZ')"", ""('do', 'JJ')"", ""('lunch', 'NN')"", ""('at', 'IN')"", ""('2', 'CD')"", ""('PM', 'NNP')"", ""('.', '.')""]","[""('is', 'VBZ')"", ""('do', 'JJ')""]"
200,200,HIND4994696,We go to sleep at 10 PM.,1,"[""('We', 'PRP')"", ""('go', 'VBP')"", ""('to', 'TO')"", ""('sleep', 'VB')"", ""('at', 'IN')"", ""('10', 'CD')"", ""('PM', 'NNP')"", ""('.', '.')""]",[]
201,201,HIND4994696,We goes to sleep at 10 PM.,1,"[""('We', 'PRP')"", ""('goes', 'VBZ')"", ""('to', 'TO')"", ""('sleep', 'VB')"", ""('at', 'IN')"", ""('10', 'CD')"", ""('PM', 'NNP')"", ""('.', '.')""]","[""('goes', 'VBZ')""]"
202,202,HIND4994696,We going to sleep at 10 PM.,1,"[""('We', 'PRP')"", ""('going', 'VBG')"", ""('to', 'TO')"", ""('sleep', 'VB')"", ""('at', 'IN')"", ""('10', 'CD')"", ""('PM', 'NNP')"", ""('.', '.')""]","[""('going', 'VBG')""]"
203,203,HIND4994696,We are go to sleep at 10 PM.,1,"[""('We', 'PRP')"", ""('are', 'VBP')"", ""('go', 'VB')"", ""('to', 'TO')"", ""('sleep', 'VB')"", ""('at', 'IN')"", ""('10', 'CD')"", ""('PM', 'NNP')"", ""('.', '.')""]","[""('go', 'VB')"", ""('are', 'VBP')""]"
204,204,HIND4995975,I am go to sleep at 11 PM.,2,"[""('I', 'PRP')"", ""('am', 'VBP')"", ""('go', 'VB')"", ""('to', 'TO')"", ""('sleep', 'VB')"", ""('at', 'IN')"", ""('11', 'CD')"", ""('PM', 'NNP')"", ""('.', '.')""]","[""('go', 'VB')"", ""('am', 'VBP')""]"
205,205,HIND4995975,I go to sleep at 11 PM.,2,"[""('I', 'PRP')"", ""('go', 'VBP')"", ""('to', 'TO')"", ""('sleep', 'VB')"", ""('at', 'IN')"", ""('11', 'CD')"", ""('PM', 'NNP')"", ""('.', '.')""]",[]
206,206,HIND4995975,I going to sleep at 11 PM.,2,"[""('I', 'PRP')"", ""('going', 'VBG')"", ""('to', 'TO')"", ""('sleep', 'VB')"", ""('at', 'IN')"", ""('11', 'CD')"", ""('PM', 'NNP')"", ""('.', '.')""]","[""('going', 'VBG')""]"
207,207,HIND4995975, ,2,[],[]
208,208,HIND4997212,I am watch TV at 7 PM.,3,"[""('I', 'PRP')"", ""('am', 'VBP')"", ""('watch', 'JJ')"", ""('TV', 'NN')"", ""('at', 'IN')"", ""('7', 'CD')"", ""('PM', 'NNP')"", ""('.', '.')""]","[""('watch', 'JJ')"", ""('am', 'VBP')""]"
209,209,HIND4997212,I is watch TV at 7 PM.,3,"[""('I', 'PRP')"", ""('is', 'VBZ')"", ""('watch', 'JJ')"", ""('TV', 'NN')"", ""('at', 'IN')"", ""('7', 'CD')"", ""('PM', 'NNP')"", ""('.', '.')""]","[""('watch', 'JJ')"", ""('is', 'VBZ')""]"
210,210,HIND4997212,I watch TV at 7 PM.,3,"[""('I', 'PRP')"", ""('watch', 'VBP')"", ""('TV', 'NN')"", ""('at', 'IN')"", ""('7', 'CD')"", ""('PM', 'NNP')"", ""('.', '.')""]",[]
211,211,HIND4997212,I watching TV at 7 PM.,3,"[""('I', 'PRP')"", ""('watching', 'VBG')"", ""('TV', 'NN')"", ""('at', 'IN')"", ""('7', 'CD')"", ""('PM', 'NNP')"", ""('.', '.')""]","[""('watching', 'VBG')""]"
212,212,HIND4998628,Does she watches TV at 8 PM?,3,"[""('Does', 'VBZ')"", ""('she', 'PRP')"", ""('watches', 'VB')"", ""('TV', 'NN')"", ""('at', 'IN')"", ""('8', 'CD')"", ""('PM', 'NNP')"", ""('?', '.')""]","[""('watches', 'VB')""]"
213,213,HIND4998628,Does she watching TV at 8 PM?,3,"[""('Does', 'VBZ')"", ""('she', 'PRP')"", ""('watching', 'VBG')"", ""('TV', 'NN')"", ""('at', 'IN')"", ""('8', 'CD')"", ""('PM', 'NNP')"", ""('?', '.')""]","[""('watching', 'VBG')""]"
214,214,HIND4998628,Does she watch TV at 8 PM?,3,"[""('Does', 'VBZ')"", ""('she', 'PRP')"", ""('watch', 'VB')"", ""('TV', 'NN')"", ""('at', 'IN')"", ""('8', 'CD')"", ""('PM', 'NNP')"", ""('?', '.')""]",[]
215,215,HIND4998628,Does she is watch TV at 8 PM?,3,"[""('Does', 'NNP')"", ""('she', 'PRP')"", ""('is', 'VBZ')"", ""('watch', 'JJ')"", ""('TV', 'NN')"", ""('at', 'IN')"", ""('8', 'CD')"", ""('PM', 'NNP')"", ""('?', '.')""]","[""('watch', 'JJ')"", ""('is', 'VBZ')"", ""('Does', 'NNP')""]"
216,216,HIND5021382,It is 8:25 o'clock.,2,"[""('It', 'PRP')"", ""('is', 'VBZ')"", ""('8:25', 'CD')"", '(""o\'clock"", \'NN\')', ""('.', '.')""]","['(""o\'clock"", \'NN\')']"
