Slide ID,Options,Correct ID,pos_array
HIND3891789,I smell with my nose.,2,"[('I', 'PRP'), ('smell', 'VBP'), ('with', 'IN'), ('my', 'PRP$'), ('nose', 'NN'), ('.', '.')]"
HIND3891789,I see with my nose.,2,"[('I', 'PRP'), ('see', 'VBP'), ('with', 'IN'), ('my', 'PRP$'), ('nose', 'NN'), ('.', '.')]"
HIND3891789,,2,[]
HIND3236414,I don't eats bread.,3,"[('I', 'PRP'), ('do', 'VBP'), (""n't"", 'RB'), ('eats', 'VB'), ('bread', 'NN'), ('.', '.')]"
HIND3236414,I don't drinks bread.,3,"[('I', 'PRP'), ('do', 'VBP'), (""n't"", 'RB'), ('drinks', 'VB'), ('bread', 'NN'), ('.', '.')]"
HIND3236414,I don't eat bread.,3,"[('I', 'PRP'), ('do', 'VBP'), (""n't"", 'RB'), ('eat', 'VB'), ('bread', 'NN'), ('.', '.')]"
HIND3236414,,3,[]
HIND3388128,Turn the door.,2,"[('Turn', 'VB'), ('the', 'DT'), ('door', 'NN'), ('.', '.')]"
HIND3388128,Close the door.,2,"[('Close', 'RB'), ('the', 'DT'), ('door', 'NN'), ('.', '.')]"
HIND3388128,Turn off the door.,2,"[('Turn', 'VB'), ('off', 'RP'), ('the', 'DT'), ('door', 'NN'), ('.', '.')]"
HIND3388128,,2,[]
HIND3080217,I speak <language-name2>.,1,"[('I', 'PRP'), ('speak', 'VBP'), ('English', 'JJ'), ('.', '.')]"
HIND3080217,I speaks <language-name2>.,1,"[('I', 'PRP'), ('speaks', 'VBP'), ('English', 'JJ'), ('.', '.')]"
HIND3080217,I am speak <language-name2>.,1,"[('I', 'PRP'), ('am', 'VBP'), ('speak', 'JJ'), ('English', 'NNP'), ('.', '.')]"
HIND3080217,I speaking <language-name2>.,1,"[('I', 'PRP'), ('speaking', 'VBG'), ('English', 'NNP'), ('.', '.')]"
HIND3608529,How many car.,3,"[('How', 'WRB'), ('many', 'JJ'), ('car', 'NN'), ('.', '.')]"
HIND3608529,How many is cars.,3,"[('How', 'WRB'), ('many', 'JJ'), ('is', 'VBZ'), ('cars', 'NNS'), ('.', '.')]"
HIND3608529,How many cars.,3,"[('How', 'WRB'), ('many', 'JJ'), ('cars', 'NNS'), ('.', '.')]"
HIND3608529,,3,[]
HIND4193568,<default-male-name3>''s house is under the airport.,3,"[('John', 'NNP'), (""'s"", 'POS'), ('house', 'NN'), ('is', 'VBZ'), ('under', 'IN'), ('the', 'DT'), ('airport', 'NN'), ('.', '.')]"
HIND4193568,<default-male-name3>''s house is on the airport.,3,"[('John', 'NNP'), (""'s"", 'POS'), ('house', 'NN'), ('is', 'VBZ'), ('on', 'IN'), ('the', 'DT'), ('airport', 'NN'), ('.', '.')]"
HIND4193568,<default-male-name3>''s house is behind the airport.,3,"[('John', 'NNP'), (""'s"", 'POS'), ('house', 'NN'), ('is', 'VBZ'), ('behind', 'IN'), ('the', 'DT'), ('airport', 'NN'), ('.', '.')]"
HIND4193568,,3,[]
HIND4678601,"I would like a red roses, please.",4,"[('I', 'PRP'), ('would', 'MD'), ('like', 'VB'), ('a', 'DT'), ('red', 'JJ'), ('roses', 'NNS'), (',', ','), ('please', 'NN'), ('.', '.')]"
HIND4678601,"I would like little red roses, please.",4,"[('I', 'PRP'), ('would', 'MD'), ('like', 'VB'), ('little', 'JJ'), ('red', 'JJ'), ('roses', 'NNS'), (',', ','), ('please', 'NN'), ('.', '.')]"
HIND4678601,"I would like am red roses, please.",4,"[('I', 'PRP'), ('would', 'MD'), ('like', 'VB'), ('am', 'VBP'), ('red', 'JJ'), ('roses', 'NNS'), (',', ','), ('please', 'NN'), ('.', '.')]"
HIND4678601,"I would like some red roses, please.",4,"[('I', 'PRP'), ('would', 'MD'), ('like', 'VB'), ('some', 'DT'), ('red', 'JJ'), ('roses', 'NNS'), (',', ','), ('please', 'NN'), ('.', '.')]"
HIND4806419,The news are good today.,2,"[('The', 'DT'), ('news', 'NN'), ('are', 'VBP'), ('good', 'JJ'), ('today', 'NN'), ('.', '.')]"
HIND4806419,The news is good today.,2,"[('The', 'DT'), ('news', 'NN'), ('is', 'VBZ'), ('good', 'JJ'), ('today', 'NN'), ('.', '.')]"
HIND4806419,,2,[]
HIND4806419,,2,[]
HIND4623619,I buy clothes at a mall.,1,"[('I', 'PRP'), ('buy', 'VBP'), ('clothes', 'NNS'), ('at', 'IN'), ('a', 'DT'), ('mall', 'NN'), ('.', '.')]"
HIND4623619,I buy clothes at a book store.,1,"[('I', 'PRP'), ('buy', 'VBP'), ('clothes', 'NNS'), ('at', 'IN'), ('a', 'DT'), ('book', 'NN'), ('store', 'NN'), ('.', '.')]"
HIND4623619,I buy clothes at a grocery store.,1,"[('I', 'PRP'), ('buy', 'VBP'), ('clothes', 'NNS'), ('at', 'IN'), ('a', 'DT'), ('grocery', 'NN'), ('store', 'NN'), ('.', '.')]"
HIND4623619,I buy clothes at a fish market.,1,"[('I', 'PRP'), ('buy', 'VBP'), ('clothes', 'NNS'), ('at', 'IN'), ('a', 'DT'), ('fish', 'JJ'), ('market', 'NN'), ('.', '.')]"
HIND4162314,I sleep in my bed.,3,"[('I', 'PRP'), ('sleep', 'VBP'), ('in', 'IN'), ('my', 'PRP$'), ('bed', 'NN'), ('.', '.')]"
HIND4162314,I sleep at my bed.,3,"[('I', 'PRP'), ('sleep', 'VBP'), ('at', 'IN'), ('my', 'PRP$'), ('bed', 'NN'), ('.', '.')]"
HIND4162314,I sleep on my bed.,3,"[('I', 'PRP'), ('sleep', 'VBP'), ('on', 'IN'), ('my', 'PRP$'), ('bed', 'NN'), ('.', '.')]"
HIND4162314,,3,[]
HIND4774666,How much sugar is there in the cup?,1,"[('How', 'WRB'), ('much', 'JJ'), ('sugar', 'NN'), ('is', 'VBZ'), ('there', 'RB'), ('in', 'IN'), ('the', 'DT'), ('cup', 'NN'), ('?', '.')]"
HIND4774666,How much sugars is there in the cup?,1,"[('How', 'WRB'), ('much', 'JJ'), ('sugars', 'NNS'), ('is', 'VBZ'), ('there', 'RB'), ('in', 'IN'), ('the', 'DT'), ('cup', 'NN'), ('?', '.')]"
HIND4774666,,1,[]
HIND4774666,,1,[]
HIND4716214,How much oranges?,2,"[('How', 'WRB'), ('much', 'JJ'), ('oranges', 'NNS'), ('?', '.')]"
HIND4716214,How many oranges?,2,"[('How', 'WRB'), ('many', 'JJ'), ('oranges', 'NNS'), ('?', '.')]"
HIND4716214,,2,[]
HIND4716214,,2,[]
HIND3613882,How many bags is there?,3,"[('How', 'WRB'), ('many', 'JJ'), ('bags', 'NNS'), ('is', 'VBZ'), ('there', 'RB'), ('?', '.')]"
HIND3613882,How many bags has there?,3,"[('How', 'WRB'), ('many', 'JJ'), ('bags', 'NNS'), ('has', 'VBZ'), ('there', 'RB'), ('?', '.')]"
HIND3613882,How many bags are there?,3,"[('How', 'WRB'), ('many', 'JJ'), ('bags', 'NNS'), ('are', 'VBP'), ('there', 'RB'), ('?', '.')]"
HIND3613882,,3,[]
HIND2955982,"She is not from England, she is British not.",3,"[('She', 'PRP'), ('is', 'VBZ'), ('not', 'RB'), ('from', 'IN'), ('England', 'NNP'), (',', ','), ('she', 'PRP'), ('is', 'VBZ'), ('British', 'JJ'), ('not', 'RB'), ('.', '.')]"
HIND2955982,"She is not from England, she are not British.",3,"[('She', 'PRP'), ('is', 'VBZ'), ('not', 'RB'), ('from', 'IN'), ('England', 'NNP'), (',', ','), ('she', 'PRP'), ('are', 'VBP'), ('not', 'RB'), ('British', 'JJ'), ('.', '.')]"
HIND2955982,"She is not from England, she is not British.",3,"[('She', 'PRP'), ('is', 'VBZ'), ('not', 'RB'), ('from', 'IN'), ('England', 'NNP'), (',', ','), ('she', 'PRP'), ('is', 'VBZ'), ('not', 'RB'), ('British', 'JJ'), ('.', '.')]"
HIND2955982,"She is not from England, she am not British.",3,"[('She', 'PRP'), ('is', 'VBZ'), ('not', 'RB'), ('from', 'IN'), ('England', 'NNP'), (',', ','), ('she', 'PRP'), ('am', 'VBP'), ('not', 'RB'), ('British', 'JJ'), ('.', '.')]"
HIND4766888,I drink milk.,1,"[('I', 'PRP'), ('drink', 'VBP'), ('milk', 'NN'), ('.', '.')]"
HIND4766888,I drink milks.,1,"[('I', 'PRP'), ('drink', 'VBP'), ('milks', 'NNS'), ('.', '.')]"
HIND4766888,I drink a milk.,1,"[('I', 'PRP'), ('drink', 'VBP'), ('a', 'DT'), ('milk', 'NN'), ('.', '.')]"
HIND4766888,,1,[]
HIND4810214,The water are very hot.,2,"[('The', 'DT'), ('water', 'NN'), ('are', 'VBP'), ('very', 'RB'), ('hot', 'JJ'), ('.', '.')]"
HIND4810214,The water is very hot.,2,"[('The', 'DT'), ('water', 'NN'), ('is', 'VBZ'), ('very', 'RB'), ('hot', 'JJ'), ('.', '.')]"
HIND4810214,The water has very hot.,2,"[('The', 'DT'), ('water', 'NN'), ('has', 'VBZ'), ('very', 'RB'), ('hot', 'JJ'), ('.', '.')]"
HIND4810214,The water have very hot.,2,"[('The', 'DT'), ('water', 'NN'), ('have', 'VBP'), ('very', 'RB'), ('hot', 'JJ'), ('.', '.')]"
HIND4113604,There is one kitchen at this house.,2,"[('There', 'EX'), ('is', 'VBZ'), ('one', 'CD'), ('kitchen', 'NN'), ('at', 'IN'), ('this', 'DT'), ('house', 'NN'), ('.', '.')]"
HIND4113604,There is one kitchen in this house.,2,"[('There', 'EX'), ('is', 'VBZ'), ('one', 'CD'), ('kitchen', 'NN'), ('in', 'IN'), ('this', 'DT'), ('house', 'NN'), ('.', '.')]"
HIND4113604,There is one kitchen on this house.,2,"[('There', 'EX'), ('is', 'VBZ'), ('one', 'CD'), ('kitchen', 'NN'), ('on', 'IN'), ('this', 'DT'), ('house', 'NN'), ('.', '.')]"
HIND4113604,,2,[]
HIND3215026,They don't speak English.,1,"[('They', 'PRP'), ('do', 'VBP'), (""n't"", 'RB'), ('speak', 'VB'), ('English', 'NNP'), ('.', '.')]"
HIND3215026,They doesn't speak English.,1,"[('They', 'PRP'), ('does', 'VBZ'), (""n't"", 'RB'), ('speak', 'VB'), ('English', 'NNP'), ('.', '.')]"
HIND3215026,They are not speak English.,1,"[('They', 'PRP'), ('are', 'VBP'), ('not', 'RB'), ('speak', 'JJ'), ('English', 'NNP'), ('.', '.')]"
HIND3215026,,1,[]
HIND3806388,My bag is very big.,1,"[('My', 'PRP$'), ('bag', 'NN'), ('is', 'VBZ'), ('very', 'RB'), ('big', 'JJ'), ('.', '.')]"
HIND3806388,My bag is a very big.,1,"[('My', 'PRP$'), ('bag', 'NN'), ('is', 'VBZ'), ('a', 'DT'), ('very', 'RB'), ('big', 'JJ'), ('.', '.')]"
HIND3806388,My bag is big very.,1,"[('My', 'PRP$'), ('bag', 'NN'), ('is', 'VBZ'), ('big', 'JJ'), ('very', 'RB'), ('.', '.')]"
HIND3806388,,1,[]
HIND4650140,My mother buys milk at a florist.,3,"[('My', 'PRP$'), ('mother', 'NN'), ('buys', 'VBZ'), ('milk', 'NN'), ('at', 'IN'), ('a', 'DT'), ('florist', 'NN'), ('.', '.')]"
HIND4650140,My mother buys milk at a butcher''s shop.,3,"[('My', 'PRP$'), ('mother', 'NN'), ('buys', 'VBZ'), ('milk', 'NN'), ('at', 'IN'), ('a', 'DT'), ('butcher', 'NN'), (""'s"", 'POS'), ('shop', 'NN'), ('.', '.')]"
HIND4650140,My mother buys milk at a dairy.,3,"[('My', 'PRP$'), ('mother', 'NN'), ('buys', 'VBZ'), ('milk', 'NN'), ('at', 'IN'), ('a', 'DT'), ('dairy', 'NN'), ('.', '.')]"
HIND4650140,My mother buys milk at a fish market.,3,"[('My', 'PRP$'), ('mother', 'NN'), ('buys', 'VBZ'), ('milk', 'NN'), ('at', 'IN'), ('a', 'DT'), ('fish', 'JJ'), ('market', 'NN'), ('.', '.')]"
HIND3738514,She is many pretty.,2,"[('She', 'PRP'), ('is', 'VBZ'), ('many', 'JJ'), ('pretty', 'RB'), ('.', '.')]"
HIND3738514,She is very pretty.,2,"[('She', 'PRP'), ('is', 'VBZ'), ('very', 'RB'), ('pretty', 'RB'), ('.', '.')]"
HIND3738514,She is a lot pretty.,2,"[('She', 'PRP'), ('is', 'VBZ'), ('a', 'DT'), ('lot', 'NN'), ('pretty', 'RB'), ('.', '.')]"
HIND3738514,She is too pretty.,2,"[('She', 'PRP'), ('is', 'VBZ'), ('too', 'RB'), ('pretty', 'RB'), ('.', '.')]"
HIND2930320,I is not a student.,2,"[('I', 'PRP'), ('is', 'VBZ'), ('not', 'RB'), ('a', 'DT'), ('student', 'NN'), ('.', '.')]"
HIND2930320,I am not a student.,2,"[('I', 'PRP'), ('am', 'VBP'), ('not', 'RB'), ('a', 'DT'), ('student', 'NN'), ('.', '.')]"
HIND2930320,I are not a student.,2,"[('I', 'PRP'), ('are', 'VBP'), ('not', 'RB'), ('a', 'DT'), ('student', 'NN'), ('.', '.')]"
HIND2930320,I don't a student.,2,"[('I', 'PRP'), ('do', 'VBP'), (""n't"", 'RB'), ('a', 'DT'), ('student', 'NN'), ('.', '.')]"
HIND4259070,Where do she live?,2,"[('Where', 'WRB'), ('do', 'VB'), ('she', 'PRP'), ('live', 'VB'), ('?', '.')]"
HIND4259070,Where does she live?,2,"[('Where', 'WRB'), ('does', 'VBZ'), ('she', 'PRP'), ('live', 'VB'), ('?', '.')]"
HIND4259070,Where is she live?,2,"[('Where', 'WRB'), ('is', 'VBZ'), ('she', 'PRP'), ('live', 'JJ'), ('?', '.')]"
HIND4259070,,2,[]
HIND4769656,I want some waters.,2,"[('I', 'PRP'), ('want', 'VBP'), ('some', 'DT'), ('waters', 'NNS'), ('.', '.')]"
HIND4769656,I want some water.,2,"[('I', 'PRP'), ('want', 'VBP'), ('some', 'DT'), ('water', 'NN'), ('.', '.')]"
HIND4769656,,2,[]
HIND4769656,,2,[]
HIND4635115,I buy chips at the book store.,4,"[('I', 'PRP'), ('buy', 'VBP'), ('chips', 'NNS'), ('at', 'IN'), ('the', 'DT'), ('book', 'NN'), ('store', 'NN'), ('.', '.')]"
HIND4635115,I buy chips at the shoe store.,4,"[('I', 'PRP'), ('buy', 'VBP'), ('chips', 'NNS'), ('at', 'IN'), ('the', 'DT'), ('shoe', 'NN'), ('store', 'NN'), ('.', '.')]"
HIND4635115,I buy chips at the temple.,4,"[('I', 'PRP'), ('buy', 'VBP'), ('chips', 'NNS'), ('at', 'IN'), ('the', 'DT'), ('temple', 'NN'), ('.', '.')]"
HIND4635115,I buy chips at the grocery store.,4,"[('I', 'PRP'), ('buy', 'VBP'), ('chips', 'NNS'), ('at', 'IN'), ('the', 'DT'), ('grocery', 'NN'), ('store', 'NN'), ('.', '.')]"
HIND3239032,They don't drink water.,1,"[('They', 'PRP'), ('do', 'VBP'), (""n't"", 'RB'), ('drink', 'VB'), ('water', 'NN'), ('.', '.')]"
HIND3239032,They don't drinks water.,1,"[('They', 'PRP'), ('do', 'VBP'), (""n't"", 'RB'), ('drinks', 'VB'), ('water', 'NN'), ('.', '.')]"
HIND3239032,They don't are drink water.,1,"[('They', 'PRP'), ('do', 'VBP'), (""n't"", 'RB'), ('are', 'VBP'), ('drink', 'JJ'), ('water', 'NN'), ('.', '.')]"
HIND3239032,,1,[]
HIND2887669,We are <country-nationality>.,1,"[('We', 'PRP'), ('are', 'VBP'), ('Indians', 'NNPS'), ('.', '.')]"
HIND2887669,We is <country-nationality>.,1,"[('We', 'PRP'), ('is', 'VBZ'), ('Indians', 'NNPS'), ('.', '.')]"
HIND2887669,We am <country-nationality>.,1,"[('We', 'PRP'), ('am', 'VBP'), ('Indians', 'NNPS'), ('.', '.')]"
HIND2887669,We have <country-nationality>.,1,"[('We', 'PRP'), ('have', 'VBP'), ('Indians', 'NNPS'), ('.', '.')]"
HIND4633341,I buy vegetables at the shoe store.,4,"[('I', 'PRP'), ('buy', 'VBP'), ('vegetables', 'NNS'), ('at', 'IN'), ('the', 'DT'), ('shoe', 'NN'), ('store', 'NN'), ('.', '.')]"
HIND4633341,I buy vegetables at the book store.,4,"[('I', 'PRP'), ('buy', 'VBP'), ('vegetables', 'NNS'), ('at', 'IN'), ('the', 'DT'), ('book', 'NN'), ('store', 'NN'), ('.', '.')]"
HIND4633341,I buy vegetables at the school.,4,"[('I', 'PRP'), ('buy', 'VBP'), ('vegetables', 'NNS'), ('at', 'IN'), ('the', 'DT'), ('school', 'NN'), ('.', '.')]"
HIND4633341,I buy vegetables at the vegetable market.,4,"[('I', 'PRP'), ('buy', 'VBP'), ('vegetables', 'NNS'), ('at', 'IN'), ('the', 'DT'), ('vegetable', 'JJ'), ('market', 'NN'), ('.', '.')]"
HIND3381229,Turn off a music.,3,"[('Turn', 'NNP'), ('off', 'RP'), ('a', 'DT'), ('music', 'NN'), ('.', '.')]"
HIND3381229,Turn off an music.,3,"[('Turn', 'NNP'), ('off', 'RP'), ('an', 'DT'), ('music', 'NN'), ('.', '.')]"
HIND3381229,Turn off the music.,3,"[('Turn', 'VB'), ('off', 'RP'), ('the', 'DT'), ('music', 'NN'), ('.', '.')]"
HIND3381229,Turn off to the music.,3,"[('Turn', 'VB'), ('off', 'RP'), ('to', 'TO'), ('the', 'DT'), ('music', 'NN'), ('.', '.')]"
HIND4641984,I buy medicine at a fish market.,3,"[('I', 'PRP'), ('buy', 'VBP'), ('medicine', 'NN'), ('at', 'IN'), ('a', 'DT'), ('fish', 'JJ'), ('market', 'NN'), ('.', '.')]"
HIND4641984,I buy medicine at a bookstore.,3,"[('I', 'PRP'), ('buy', 'VBP'), ('medicine', 'NN'), ('at', 'IN'), ('a', 'DT'), ('bookstore', 'NN'), ('.', '.')]"
HIND4641984,I buy medicine at a medical store.,3,"[('I', 'PRP'), ('buy', 'VBP'), ('medicine', 'NN'), ('at', 'IN'), ('a', 'DT'), ('medical', 'JJ'), ('store', 'NN'), ('.', '.')]"
HIND4641984,I buy medicine at a university.,3,"[('I', 'PRP'), ('buy', 'VBP'), ('medicine', 'NN'), ('at', 'IN'), ('a', 'DT'), ('university', 'NN'), ('.', '.')]"
HIND3732179,They is smart.,2,"[('They', 'PRP'), ('is', 'VBZ'), ('smart', 'JJ'), ('.', '.')]"
HIND3732179,They are smart.,2,"[('They', 'PRP'), ('are', 'VBP'), ('smart', 'JJ'), ('.', '.')]"
HIND3732179,They have smart.,2,"[('They', 'PRP'), ('have', 'VBP'), ('smart', 'VBN'), ('.', '.')]"
HIND3732179,They are a smart.,2,"[('They', 'PRP'), ('are', 'VBP'), ('a', 'DT'), ('smart', 'JJ'), ('.', '.')]"
HIND2897118,He is British.,1,"[('He', 'PRP'), ('is', 'VBZ'), ('British', 'JJ'), ('.', '.')]"
HIND2897118,He does British.,1,"[('He', 'PRP'), ('does', 'VBZ'), ('British', 'JJ'), ('.', '.')]"
HIND2897118,He are British.,1,"[('He', 'PRP'), ('are', 'VBP'), ('British', 'JJ'), ('.', '.')]"
HIND2897118,He is the British.,1,"[('He', 'PRP'), ('is', 'VBZ'), ('the', 'DT'), ('British', 'JJ'), ('.', '.')]"
HIND3434034,"No, She is my grand-daughter!",1,"[('No', 'DT'), (',', ','), ('She', 'PRP'), ('is', 'VBZ'), ('my', 'PRP$'), ('grand-daughter', 'NN'), ('!', '.')]"
HIND3434034,"No, She am my grand-daughter!",1,"[('No', 'DT'), (',', ','), ('She', 'PRP'), ('am', 'VBP'), ('my', 'PRP$'), ('grand-daughter', 'NN'), ('!', '.')]"
HIND3434034,"No, She are my grand-daughter!",1,"[('No', 'DT'), (',', ','), ('She', 'PRP'), ('are', 'VBP'), ('my', 'PRP$'), ('grand-daughter', 'NN'), ('!', '.')]"
HIND3434034,,1,[]
HIND2940306,She am not <female-name2>.,2,"[('She', 'PRP'), ('am', 'VBP'), ('not', 'RB'), ('Sarah', 'NNP'), ('.', '.')]"
HIND2940306,She is not <female-name2>.,2,"[('She', 'PRP'), ('is', 'VBZ'), ('not', 'RB'), ('Sarah', 'NNP'), ('.', '.')]"
HIND2940306,She not is <female-name2>.,2,"[('She', 'PRP'), ('not', 'RB'), ('is', 'VBZ'), ('Sarah', 'NNP'), ('.', '.')]"
HIND2940306,She is not the <female-name2>.,2,"[('She', 'PRP'), ('is', 'VBZ'), ('not', 'RB'), ('the', 'DT'), ('Sarah', 'NNP'), ('.', '.')]"
HIND3216707,We don't speaks English.,3,"[('We', 'PRP'), ('do', 'VBP'), (""n't"", 'RB'), ('speaks', 'VB'), ('English', 'NNP'), ('.', '.')]"
HIND3216707,We don't are speak English.,3,"[('We', 'PRP'), ('do', 'VBP'), (""n't"", 'RB'), ('are', 'VBP'), ('speak', 'JJ'), ('English', 'NNP'), ('.', '.')]"
HIND3216707,We don't speak English.,3,"[('We', 'PRP'), ('do', 'VBP'), (""n't"", 'RB'), ('speak', 'VB'), ('English', 'NNP'), ('.', '.')]"
HIND3216707,,3,[]
HIND2959977,He is not from France. He're not French,3,"[('He', 'PRP'), ('is', 'VBZ'), ('not', 'RB'), ('from', 'IN'), ('France', 'NNP'), ('.', '.'), ('He', 'PRP'), (""'re"", 'VBP'), ('not', 'RB'), ('French', 'JJ')]"
HIND2959977,He is not from France. He's isn't French,3,"[('He', 'PRP'), ('is', 'VBZ'), ('not', 'RB'), ('from', 'IN'), ('France', 'NNP'), ('.', '.'), ('He', 'PRP'), (""'s"", 'VBZ'), ('is', 'VBZ'), (""n't"", 'RB'), ('French', 'JJ')]"
HIND2959977,He is not from France. He's not French,3,"[('He', 'PRP'), ('is', 'VBZ'), ('not', 'RB'), ('from', 'IN'), ('France', 'NNP'), ('.', '.'), ('He', 'PRP'), (""'s"", 'VBZ'), ('not', 'RB'), ('French', 'JJ')]"
HIND2959977,,3,[]
HIND4297844,You are an engineer. You works at a factory.,2,"[('You', 'PRP'), ('are', 'VBP'), ('an', 'DT'), ('engineer', 'NN'), ('.', '.'), ('You', 'PRP'), ('works', 'VBZ'), ('at', 'IN'), ('a', 'DT'), ('factory', 'NN'), ('.', '.')]"
HIND4297844,You are an engineer. You work at a factory.,2,"[('You', 'PRP'), ('are', 'VBP'), ('an', 'DT'), ('engineer', 'NN'), ('.', '.'), ('You', 'PRP'), ('work', 'VBP'), ('at', 'IN'), ('a', 'DT'), ('factory', 'NN'), ('.', '.')]"
HIND4297844,You are an engineer. You are work at a factory.,2,"[('You', 'PRP'), ('are', 'VBP'), ('an', 'DT'), ('engineer', 'NN'), ('.', '.'), ('You', 'PRP'), ('are', 'VBP'), ('work', 'VBN'), ('at', 'IN'), ('a', 'DT'), ('factory', 'NN'), ('.', '.')]"
HIND4297844,,2,[]
HIND3445990,The weather is nice today.,1,"[('The', 'DT'), ('weather', 'NN'), ('is', 'VBZ'), ('nice', 'JJ'), ('today', 'NN'), ('.', '.')]"
HIND3445990,The weather am nice today.,1,"[('The', 'DT'), ('weather', 'NN'), ('am', 'VBP'), ('nice', 'JJ'), ('today', 'NN'), ('.', '.')]"
HIND3445990,The weather are nice today.,1,"[('The', 'DT'), ('weather', 'NN'), ('are', 'VBP'), ('nice', 'JJ'), ('today', 'NN'), ('.', '.')]"
HIND3445990,,1,[]
HIND3853037,I hears with my ears.,3,"[('I', 'PRP'), ('hears', 'VBP'), ('with', 'IN'), ('my', 'PRP$'), ('ears', 'NNS'), ('.', '.')]"
HIND3853037,I watch with my ears.,3,"[('I', 'PRP'), ('watch', 'VBP'), ('with', 'IN'), ('my', 'PRP$'), ('ears', 'NNS'), ('.', '.')]"
HIND3853037,I hear with my ears.,3,"[('I', 'PRP'), ('hear', 'VBP'), ('with', 'IN'), ('my', 'PRP$'), ('ears', 'NNS'), ('.', '.')]"
HIND3853037,,3,[]
HIND3702456,I is sixteen.,2,"[('I', 'PRP'), ('is', 'VBZ'), ('sixteen', 'JJ'), ('.', '.')]"
HIND3702456,I am sixteen.,2,"[('I', 'PRP'), ('am', 'VBP'), ('sixteen', 'JJ'), ('.', '.')]"
HIND3702456,I am years sixteen.,2,"[('I', 'PRP'), ('am', 'VBP'), ('years', 'NNS'), ('sixteen', 'JJ'), ('.', '.')]"
HIND3702456,I am old sixteen.,2,"[('I', 'PRP'), ('am', 'VBP'), ('old', 'JJ'), ('sixteen', 'NN'), ('.', '.')]"
HIND2894499,She am Chinese.,2,"[('She', 'PRP'), ('am', 'VBP'), ('Chinese', 'JJ'), ('.', '.')]"
HIND2894499,She is Chinese.,2,"[('She', 'PRP'), ('is', 'VBZ'), ('Chinese', 'JJ'), ('.', '.')]"
HIND2894499,She are Chinese.,2,"[('She', 'PRP'), ('are', 'VBP'), ('Chinese', 'JJ'), ('.', '.')]"
HIND2894499,She is the Chinese.,2,"[('She', 'PRP'), ('is', 'VBZ'), ('the', 'DT'), ('Chinese', 'NNPS'), ('.', '.')]"
HIND4292878,I works at a hospital.,2,"[('I', 'PRP'), ('works', 'VBP'), ('at', 'IN'), ('a', 'DT'), ('hospital', 'NN'), ('.', '.')]"
HIND4292878,I work at a hospital.,2,"[('I', 'PRP'), ('work', 'VBP'), ('at', 'IN'), ('a', 'DT'), ('hospital', 'NN'), ('.', '.')]"
HIND4292878,I am work at a hospital.,2,"[('I', 'PRP'), ('am', 'VBP'), ('work', 'NN'), ('at', 'IN'), ('a', 'DT'), ('hospital', 'NN'), ('.', '.')]"
HIND4292878,I am working at a hospital.,2,"[('I', 'PRP'), ('am', 'VBP'), ('working', 'VBG'), ('at', 'IN'), ('a', 'DT'), ('hospital', 'NN'), ('.', '.')]"
HIND3450346,I is not hungry.,2,"[('I', 'PRP'), ('is', 'VBZ'), ('not', 'RB'), ('hungry', 'JJ'), ('.', '.')]"
HIND3450346,I am not hungry.,2,"[('I', 'PRP'), ('am', 'VBP'), ('not', 'RB'), ('hungry', 'JJ'), ('.', '.')]"
HIND3450346,I are not hungry.,2,"[('I', 'PRP'), ('are', 'VBP'), ('not', 'RB'), ('hungry', 'JJ'), ('.', '.')]"
HIND3450346,,2,[]
HIND3413892,I is <default-female-name> <default-female-surname>.,2,"[('I', 'PRP'), ('is', 'VBZ'), ('Sarah', 'NNP'), ('Khan', 'NNP'), ('.', '.')]"
HIND3413892,I am <default-female-name> <default-female-surname>.,2,"[('I', 'PRP'), ('am', 'VBP'), ('Sarah', 'NNP'), ('Khan', 'NNP'), ('.', '.')]"
HIND3413892,I are <default-female-name> <default-female-surname>.,2,"[('I', 'PRP'), ('are', 'VBP'), ('Sarah', 'NNP'), ('Khan', 'NNP'), ('.', '.')]"
HIND3413892,,2,[]
HIND2868262,You am from <country-name>.,3,"[('You', 'PRP'), ('am', 'VBP'), ('from', 'IN'), ('India', 'NNP'), ('.', '.')]"
HIND2868262,You is from <country-name>.,3,"[('You', 'PRP'), ('is', 'VBZ'), ('from', 'IN'), ('India', 'NNP'), ('.', '.')]"
HIND2868262,You are from <country-name>.,3,"[('You', 'PRP'), ('are', 'VBP'), ('from', 'IN'), ('India', 'NNP'), ('.', '.')]"
HIND2868262,You are come from <country-name>.,3,"[('You', 'PRP'), ('are', 'VBP'), ('come', 'VBN'), ('from', 'IN'), ('India', 'NNP'), ('.', '.')]"
HIND2821804,What is yours name?,2,"[('What', 'WP'), ('is', 'VBZ'), ('yours', 'VBN'), ('name', 'NN'), ('?', '.')]"
HIND2821804,What is your name?,2,"[('What', 'WP'), ('is', 'VBZ'), ('your', 'PRP$'), ('name', 'NN'), ('?', '.')]"
HIND2821804,What is you name?,2,"[('What', 'WP'), ('is', 'VBZ'), ('you', 'PRP'), ('name', 'NN'), ('?', '.')]"
HIND2821804,What is you're name?,2,"[('What', 'WP'), ('is', 'VBZ'), ('you', 'PRP'), (""'re"", 'VBP'), ('name', 'NN'), ('?', '.')]"
