,Slide ID,Options,Correct ID,pos_array,pos_delta
512,HIND2906274,They are from America. They is Chinese.,2,"[""('They', 'PRP')"", ""('are', 'VBP')"", ""('from', 'IN')"", ""('America', 'NNP')"", ""('.', '.')"", ""('They', 'PRP')"", ""('is', 'VBZ')"", ""('Chinese', 'JJ')"", ""('.', '.')""]","[""('is', 'VBZ')"", ""('Chinese', 'JJ')""]"
513,HIND2906274,They are from America. They are American.,2,"[""('They', 'PRP')"", ""('are', 'VBP')"", ""('from', 'IN')"", ""('America', 'NNP')"", ""('.', '.')"", ""('They', 'PRP')"", ""('are', 'VBP')"", ""('American', 'JJ')"", ""('.', '.')""]",[]
514,HIND2906274,They are from America. They are Indian.,2,"[""('They', 'PRP')"", ""('are', 'VBP')"", ""('from', 'IN')"", ""('America', 'NNP')"", ""('.', '.')"", ""('They', 'PRP')"", ""('are', 'VBP')"", ""('Indian', 'JJ')"", ""('.', '.')""]","[""('Indian', 'JJ')""]"
515,HIND2906274,They are from America. They have American.,2,"[""('They', 'PRP')"", ""('are', 'VBP')"", ""('from', 'IN')"", ""('America', 'NNP')"", ""('.', '.')"", ""('They', 'PRP')"", ""('have', 'VBP')"", ""('American', 'JJ')"", ""('.', '.')""]","[""('have', 'VBP')""]"
516,HIND2918718,"She's is from England, she is British.",3,"[""('She', 'PRP')"", '(""\'s"", \'VBZ\')', ""('is', 'VBZ')"", ""('from', 'IN')"", ""('England', 'NNP')"", ""(',', ',')"", ""('she', 'PRP')"", ""('is', 'VBZ')"", ""('British', 'JJ')"", ""('.', '.')""]",[]
517,HIND2918718,"She'm from England, she is British.",3,"[""('She', 'PRP')"", '(""\'m"", \'VBP\')', ""('from', 'IN')"", ""('England', 'NNP')"", ""(',', ',')"", ""('she', 'PRP')"", ""('is', 'VBZ')"", ""('British', 'JJ')"", ""('.', '.')""]","['(""\'m"", \'VBP\')']"
518,HIND2918718,"She's from England, she is British.",3,"[""('She', 'PRP')"", '(""\'s"", \'VBZ\')', ""('from', 'IN')"", ""('England', 'NNP')"", ""(',', ',')"", ""('she', 'PRP')"", ""('is', 'VBZ')"", ""('British', 'JJ')"", ""('.', '.')""]",[]
519,HIND2918718,"She're from England, she is British.",3,"[""('She', 'PRP')"", '(""\'re"", \'VBP\')', ""('from', 'IN')"", ""('England', 'NNP')"", ""(',', ',')"", ""('she', 'PRP')"", ""('is', 'VBZ')"", ""('British', 'JJ')"", ""('.', '.')""]","['(""\'re"", \'VBP\')']"
520,HIND4765552,Can I have a milk?,3,"[""('Can', 'MD')"", ""('I', 'PRP')"", ""('have', 'VBP')"", ""('a', 'DT')"", ""('milk', 'NN')"", ""('?', '.')""]","[""('have', 'VBP')"", ""('a', 'DT')""]"
521,HIND4765552,Can I have few milk?,3,"[""('Can', 'MD')"", ""('I', 'PRP')"", ""('have', 'VBP')"", ""('few', 'JJ')"", ""('milk', 'NN')"", ""('?', '.')""]","[""('few', 'JJ')"", ""('have', 'VBP')""]"
522,HIND4765552,Can I have some milk?,3,"[""('Can', 'MD')"", ""('I', 'PRP')"", ""('have', 'VB')"", ""('some', 'DT')"", ""('milk', 'NN')"", ""('?', '.')""]",[]
523,HIND4765552,,3,[],[]
524,HIND3867136,I hear with my hands.,3,"[""('I', 'PRP')"", ""('hear', 'VBP')"", ""('with', 'IN')"", ""('my', 'PRP$')"", ""('hands', 'NNS')"", ""('.', '.')""]","[""('hear', 'VBP')""]"
525,HIND3867136,I see with my hands.,3,"[""('I', 'PRP')"", ""('see', 'VBP')"", ""('with', 'IN')"", ""('my', 'PRP$')"", ""('hands', 'NNS')"", ""('.', '.')""]","[""('see', 'VBP')""]"
526,HIND3867136,I eat with my hands.,3,"[""('I', 'PRP')"", ""('eat', 'VBP')"", ""('with', 'IN')"", ""('my', 'PRP$')"", ""('hands', 'NNS')"", ""('.', '.')""]",[]
527,HIND3867136,,3,[],[]
528,HIND2962773,They're not Chinese.,1,"[""('They', 'PRP')"", '(""\'re"", \'VBP\')', ""('not', 'RB')"", ""('Chinese', 'JJ')"", ""('.', '.')""]",[]
529,HIND2962773,They're are not Chinese.,1,"[""('They', 'PRP')"", '(""\'re"", \'VBP\')', ""('are', 'VBP')"", ""('not', 'RB')"", ""('Chinese', 'JJ')"", ""('.', '.')""]","[""('are', 'VBP')""]"
530,HIND2962773,They's not Chinese.,1,"[""('They', 'PRP')"", '(""\'s"", \'VBZ\')', ""('not', 'RB')"", ""('Chinese', 'JJ')"", ""('.', '.')""]","['(""\'s"", \'VBZ\')']"
531,HIND2962773,They aren't not Chinese.,1,"[""('They', 'PRP')"", ""('are', 'VBP')"", '(""n\'t"", \'RB\')', ""('not', 'RB')"", ""('Chinese', 'JJ')"", ""('.', '.')""]","['(""n\'t"", \'RB\')', ""('are', 'VBP')""]"
532,HIND4103463,I cook at the kitchen.,3,"[""('I', 'PRP')"", ""('cook', 'VBP')"", ""('at', 'IN')"", ""('the', 'DT')"", ""('kitchen', 'NN')"", ""('.', '.')""]","[""('at', 'IN')""]"
533,HIND4103463,I cook on the kitchen.,3,"[""('I', 'PRP')"", ""('cook', 'VBP')"", ""('on', 'IN')"", ""('the', 'DT')"", ""('kitchen', 'NN')"", ""('.', '.')""]","[""('on', 'IN')""]"
534,HIND4103463,I cook in the kitchen.,3,"[""('I', 'PRP')"", ""('cook', 'VBP')"", ""('in', 'IN')"", ""('the', 'DT')"", ""('kitchen', 'NN')"", ""('.', '.')""]",[]
535,HIND4103463,,3,[],[]
536,HIND2867061,I am from a city in <state-name>.,1,"[""('I', 'PRP')"", ""('am', 'VBP')"", ""('from', 'IN')"", ""('a', 'DT')"", ""('city', 'NN')"", ""('in', 'IN')"", ""('Rajasthan', 'NNP')"", ""('.', '.')""]",[]
537,HIND2867061,I am for a city in <state-name>.,1,"[""('I', 'PRP')"", ""('am', 'VBP')"", ""('for', 'IN')"", ""('a', 'DT')"", ""('city', 'NN')"", ""('in', 'IN')"", ""('Rajasthan', 'NNP')"", ""('.', '.')""]","[""('for', 'IN')""]"
538,HIND2867061,I am come from a city in <state-name>.,1,"[""('I', 'PRP')"", ""('am', 'VBP')"", ""('come', 'VBN')"", ""('from', 'IN')"", ""('a', 'DT')"", ""('city', 'NN')"", ""('in', 'IN')"", ""('Rajasthan', 'NNP')"", ""('.', '.')""]","[""('come', 'VBN')""]"
539,HIND2867061,I am belong to a city in <state-name>.,1,"[""('I', 'PRP')"", ""('am', 'VBP')"", ""('belong', 'RB')"", ""('to', 'TO')"", ""('a', 'DT')"", ""('city', 'NN')"", ""('in', 'IN')"", ""('Rajasthan', 'NNP')"", ""('.', '.')""]","[""('to', 'TO')"", ""('belong', 'RB')""]"
540,HIND2967252,My name isn''t <female-name2>.,1,"[""('My', 'PRP$')"", ""('name', 'NN')"", ""('is', 'VBZ')"", '(""n\'t"", \'RB\')', ""('Sarah', 'NNP')"", ""('.', '.')""]",[]
541,HIND2967252,My name is not is <female-name2>.,1,"[""('My', 'PRP$')"", ""('name', 'NN')"", ""('is', 'VBZ')"", ""('not', 'RB')"", ""('is', 'VBZ')"", ""('Sarah', 'NNP')"", ""('.', '.')""]","[""('not', 'RB')""]"
542,HIND2967252,My name isn''t not <female-name2>.,1,"[""('My', 'PRP$')"", ""('name', 'NN')"", ""('is', 'VBZ')"", '(""n\'t"", \'RB\')', ""('not', 'RB')"", ""('Sarah', 'NNP')"", ""('.', '.')""]","[""('not', 'RB')""]"
543,HIND2967252,,1,[],[]
544,HIND3823736,My bag is a white.,3,"[""('My', 'PRP$')"", ""('bag', 'NN')"", ""('is', 'VBZ')"", ""('a', 'DT')"", ""('white', 'JJ')"", ""('.', '.')""]","[""('a', 'DT')""]"
545,HIND3823736,My bag is the white.,3,"[""('My', 'PRP$')"", ""('bag', 'NN')"", ""('is', 'VBZ')"", ""('the', 'DT')"", ""('white', 'JJ')"", ""('.', '.')""]","[""('the', 'DT')""]"
546,HIND3823736,My bag is white.,3,"[""('My', 'PRP$')"", ""('bag', 'NN')"", ""('is', 'VBZ')"", ""('white', 'JJ')"", ""('.', '.')""]",[]
547,HIND3823736,,3,[],[]
548,HIND4816466,Those women am very pretty.,2,"[""('Those', 'DT')"", ""('women', 'NNS')"", ""('am', 'VBP')"", ""('very', 'RB')"", ""('pretty', 'RB')"", ""('.', '.')""]","[""('am', 'VBP')""]"
549,HIND4816466,Those women are very pretty.,2,"[""('Those', 'DT')"", ""('women', 'NNS')"", ""('are', 'VBP')"", ""('very', 'RB')"", ""('pretty', 'RB')"", ""('.', '.')""]",[]
550,HIND4816466,Those women has very pretty.,2,"[""('Those', 'DT')"", ""('women', 'NNS')"", ""('has', 'VBZ')"", ""('very', 'RB')"", ""('pretty', 'RB')"", ""('.', '.')""]","[""('has', 'VBZ')""]"
551,HIND4816466,Those women is very pretty.,2,"[""('Those', 'DT')"", ""('women', 'NNS')"", ""('is', 'VBZ')"", ""('very', 'RB')"", ""('pretty', 'RB')"", ""('.', '.')""]","[""('is', 'VBZ')""]"
552,HIND3940944,Do you have a boy-friend?,1,"[""('Do', 'VBP')"", ""('you', 'PRP')"", ""('have', 'VB')"", ""('a', 'DT')"", ""('boy-friend', 'NN')"", ""('?', '.')""]",[]
553,HIND3940944,Do you has a boy-friend?,1,"[""('Do', 'NNP')"", ""('you', 'PRP')"", ""('has', 'VBZ')"", ""('a', 'DT')"", ""('boy-friend', 'NN')"", ""('?', '.')""]","[""('Do', 'NNP')"", ""('has', 'VBZ')""]"
554,HIND3940944,Do you are have a boy-friend?,1,"[""('Do', 'VB')"", ""('you', 'PRP')"", ""('are', 'VBP')"", ""('have', 'VB')"", ""('a', 'DT')"", ""('boy-friend', 'NN')"", ""('?', '.')""]","[""('Do', 'VB')"", ""('are', 'VBP')""]"
555,HIND3940944,,1,[],[]
556,HIND4602479,There are many famous beaches in Delhi.,2,"[""('There', 'EX')"", ""('are', 'VBP')"", ""('many', 'JJ')"", ""('famous', 'JJ')"", ""('beaches', 'NNS')"", ""('in', 'IN')"", ""('Delhi', 'NNP')"", ""('.', '.')""]","[""('beaches', 'NNS')""]"
557,HIND4602479,There are many famous restaurants in Delhi.,2,"[""('There', 'EX')"", ""('are', 'VBP')"", ""('many', 'JJ')"", ""('famous', 'JJ')"", ""('restaurants', 'NNS')"", ""('in', 'IN')"", ""('Delhi', 'NNP')"", ""('.', '.')""]",[]
558,HIND4602479,There are many famous park in Delhi.,2,"[""('There', 'EX')"", ""('are', 'VBP')"", ""('many', 'JJ')"", ""('famous', 'JJ')"", ""('park', 'NN')"", ""('in', 'IN')"", ""('Delhi', 'NNP')"", ""('.', '.')""]","[""('park', 'NN')""]"
559,HIND4602479,,2,[],[]
560,HIND3615323,How many bags are them ?,3,"[""('How', 'WRB')"", ""('many', 'JJ')"", ""('bags', 'NNS')"", ""('are', 'VBP')"", ""('them', 'PRP')"", ""('?', '.')""]","[""('them', 'PRP')""]"
561,HIND3615323,How many bags are their ?,3,"[""('How', 'WRB')"", ""('many', 'JJ')"", ""('bags', 'NNS')"", ""('are', 'VBP')"", ""('their', 'PRP$')"", ""('?', '.')""]","[""('their', 'PRP$')""]"
562,HIND3615323,How many bags are there ?,3,"[""('How', 'WRB')"", ""('many', 'JJ')"", ""('bags', 'NNS')"", ""('are', 'VBP')"", ""('there', 'RB')"", ""('?', '.')""]",[]
563,HIND3615323,,3,[],[]
564,HIND3142214,They speak English.,1,"[""('They', 'PRP')"", ""('speak', 'VBP')"", ""('English', 'JJ')"", ""('.', '.')""]",[]
565,HIND3142214,They speaks English.,1,"[""('They', 'PRP')"", ""('speaks', 'VBP')"", ""('English', 'JJ')"", ""('.', '.')""]","[""('speaks', 'VBP')""]"
566,HIND3142214,They are speak English.,1,"[""('They', 'PRP')"", ""('are', 'VBP')"", ""('speak', 'JJ')"", ""('English', 'NNP')"", ""('.', '.')""]","[""('English', 'NNP')"", ""('speak', 'JJ')"", ""('are', 'VBP')""]"
567,HIND3142214,They are speaks English.,1,"[""('They', 'PRP')"", ""('are', 'VBP')"", ""('speaks', 'JJ')"", ""('English', 'NNP')"", ""('.', '.')""]","[""('English', 'NNP')"", ""('speaks', 'JJ')"", ""('are', 'VBP')""]"
568,HIND4846703,He has a apples.,3,"[""('He', 'PRP')"", ""('has', 'VBZ')"", ""('a', 'DT')"", ""('apples', 'NNS')"", ""('.', '.')""]","[""('a', 'DT')""]"
569,HIND4846703,He has any apples.,3,"[""('He', 'PRP')"", ""('has', 'VBZ')"", ""('any', 'DT')"", ""('apples', 'NNS')"", ""('.', '.')""]","[""('any', 'DT')""]"
570,HIND4846703,He has some apples.,3,"[""('He', 'PRP')"", ""('has', 'VBZ')"", ""('some', 'DT')"", ""('apples', 'NNS')"", ""('.', '.')""]",[]
571,HIND4846703,,3,[],[]
572,HIND2932196,We are not teachers.,1,"[""('We', 'PRP')"", ""('are', 'VBP')"", ""('not', 'RB')"", ""('teachers', 'NNS')"", ""('.', '.')""]",[]
573,HIND2932196,We is not teachers.,1,"[""('We', 'PRP')"", ""('is', 'VBZ')"", ""('not', 'RB')"", ""('teachers', 'NNS')"", ""('.', '.')""]","[""('is', 'VBZ')""]"
574,HIND2932196,We am not teachers.,1,"[""('We', 'PRP')"", ""('am', 'VBP')"", ""('not', 'RB')"", ""('teachers', 'NNS')"", ""('.', '.')""]","[""('am', 'VBP')""]"
575,HIND2932196,We are not a teachers.,1,"[""('We', 'PRP')"", ""('are', 'VBP')"", ""('not', 'RB')"", ""('a', 'DT')"", ""('teachers', 'NNS')"", ""('.', '.')""]","[""('a', 'DT')""]"
576,HIND4857128,She doesn't have a ideas for the project.,2,"[""('She', 'PRP')"", ""('does', 'VBZ')"", '(""n\'t"", \'RB\')', ""('have', 'VB')"", ""('a', 'DT')"", ""('ideas', 'NNS')"", ""('for', 'IN')"", ""('the', 'DT')"", ""('project', 'NN')"", ""('.', '.')""]","[""('a', 'DT')""]"
577,HIND4857128,She doesn't have any ideas for the project.,2,"[""('She', 'PRP')"", ""('does', 'VBZ')"", '(""n\'t"", \'RB\')', ""('have', 'VB')"", ""('any', 'DT')"", ""('ideas', 'NNS')"", ""('for', 'IN')"", ""('the', 'DT')"", ""('project', 'NN')"", ""('.', '.')""]",[]
578,HIND4857128,She doesn't have some ideas for the project.,2,"[""('She', 'PRP')"", ""('does', 'VBZ')"", '(""n\'t"", \'RB\')', ""('have', 'VB')"", ""('some', 'DT')"", ""('ideas', 'NNS')"", ""('for', 'IN')"", ""('the', 'DT')"", ""('project', 'NN')"", ""('.', '.')""]","[""('some', 'DT')""]"
579,HIND4857128,,2,[],[]
580,HIND4219132,<default-male-name> is house is behind the airport.,3,"[""('John', 'NNP')"", ""('is', 'VBZ')"", ""('house', 'NN')"", ""('is', 'VBZ')"", ""('behind', 'IN')"", ""('the', 'DT')"", ""('airport', 'NN')"", ""('.', '.')""]",[]
581,HIND4219132,<default-male-name> house is behind the airport.,3,"[""('John', 'NNP')"", ""('house', 'NN')"", ""('is', 'VBZ')"", ""('behind', 'IN')"", ""('the', 'DT')"", ""('airport', 'NN')"", ""('.', '.')""]",[]
582,HIND4219132,<default-male-name>''s house is behind the airport.,3,"[""('John', 'NNP')"", '(""\'s"", \'POS\')', ""('house', 'NN')"", ""('is', 'VBZ')"", ""('behind', 'IN')"", ""('the', 'DT')"", ""('airport', 'NN')"", ""('.', '.')""]",[]
583,HIND4219132,,3,[],[]
584,HIND4547227,There isn't five rooms in this house.,2,"[""('There', 'EX')"", ""('is', 'VBZ')"", '(""n\'t"", \'RB\')', ""('five', 'CD')"", ""('rooms', 'NNS')"", ""('in', 'IN')"", ""('this', 'DT')"", ""('house', 'NN')"", ""('.', '.')""]","['(""n\'t"", \'RB\')', ""('is', 'VBZ')""]"
585,HIND4547227,There are five rooms in this house.,2,"[""('There', 'EX')"", ""('are', 'VBP')"", ""('five', 'CD')"", ""('rooms', 'NNS')"", ""('in', 'IN')"", ""('this', 'DT')"", ""('house', 'NN')"", ""('.', '.')""]",[]
586,HIND4547227,There is five rooms in this house.,2,"[""('There', 'EX')"", ""('is', 'VBZ')"", ""('five', 'CD')"", ""('rooms', 'NNS')"", ""('in', 'IN')"", ""('this', 'DT')"", ""('house', 'NN')"", ""('.', '.')""]","[""('is', 'VBZ')""]"
587,HIND4547227,,2,[],[]
588,HIND2953467,<male-name2> is not from America. He not American.,2,"[""('John', 'NNP')"", ""('is', 'VBZ')"", ""('not', 'RB')"", ""('from', 'IN')"", ""('America', 'NNP')"", ""('.', '.')"", ""('He', 'PRP')"", ""('not', 'RB')"", ""('American', 'NNP')"", ""('.', '.')""]","[""('American', 'NNP')""]"
589,HIND2953467,<male-name2> is not from America. He is not American.,2,"[""('John', 'NNP')"", ""('is', 'VBZ')"", ""('not', 'RB')"", ""('from', 'IN')"", ""('America', 'NNP')"", ""('.', '.')"", ""('He', 'PRP')"", ""('is', 'VBZ')"", ""('not', 'RB')"", ""('American', 'JJ')"", ""('.', '.')""]",[]
590,HIND2953467,<male-name2> is not from America. He''s not is American.,2,"[""('John', 'NNP')"", ""('is', 'VBZ')"", ""('not', 'RB')"", ""('from', 'IN')"", ""('America', 'NNP')"", ""('.', '.')"", ""('He', 'PRP')"", '(""\'s"", \'VBZ\')', ""('not', 'RB')"", ""('is', 'VBZ')"", ""('American', 'JJ')"", ""('.', '.')""]","['(""\'s"", \'VBZ\')']"
591,HIND2953467,<male-name2> is not from America. He don''t American.,2,"[""('John', 'NNP')"", ""('is', 'VBZ')"", ""('not', 'RB')"", ""('from', 'IN')"", ""('America', 'NNP')"", ""('.', '.')"", ""('He', 'PRP')"", ""('do', 'VBP')"", '(""n\'t"", \'RB\')', ""('American', 'NNP')"", ""('.', '.')""]","['(""n\'t"", \'RB\')', ""('do', 'VBP')"", ""('American', 'NNP')""]"
592,HIND4216601,Japan is capital is Tokyo.,3,"[""('Japan', 'NNP')"", ""('is', 'VBZ')"", ""('capital', 'NN')"", ""('is', 'VBZ')"", ""('Tokyo', 'NNP')"", ""('.', '.')""]",[]
593,HIND4216601,Japan of capital is Tokyo.,3,"[""('Japan', 'NNP')"", ""('of', 'IN')"", ""('capital', 'NN')"", ""('is', 'VBZ')"", ""('Tokyo', 'NNP')"", ""('.', '.')""]","[""('of', 'IN')""]"
594,HIND4216601,Japan's capital is Tokyo.,3,"[""('Japan', 'NNP')"", '(""\'s"", \'POS\')', ""('capital', 'NN')"", ""('is', 'VBZ')"", ""('Tokyo', 'NNP')"", ""('.', '.')""]",[]
595,HIND4216601,,3,[],[]
596,HIND3570279,This is her sister.,1,"[""('This', 'DT')"", ""('is', 'VBZ')"", ""('her', 'PRP$')"", ""('sister', 'NN')"", ""('.', '.')""]",[]
597,HIND3570279,This is hers sister.,1,"[""('This', 'DT')"", ""('is', 'VBZ')"", ""('hers', 'NNS')"", ""('sister', 'RBR')"", ""('.', '.')""]","[""('hers', 'NNS')"", ""('sister', 'RBR')""]"
598,HIND3570279,This is she sister.,1,"[""('This', 'DT')"", ""('is', 'VBZ')"", ""('she', 'PRP')"", ""('sister', 'NN')"", ""('.', '.')""]","[""('she', 'PRP')""]"
599,HIND3570279,,1,[],[]
600,HIND3923032,I has two sons.,2,"[""('I', 'PRP')"", ""('has', 'VBZ')"", ""('two', 'CD')"", ""('sons', 'NNS')"", ""('.', '.')""]","[""('has', 'VBZ')""]"
601,HIND3923032,I have two sons.,2,"[""('I', 'PRP')"", ""('have', 'VBP')"", ""('two', 'CD')"", ""('sons', 'NNS')"", ""('.', '.')""]",[]
602,HIND3923032,I am have two sons.,2,"[""('I', 'PRP')"", ""('am', 'VBP')"", ""('have', 'VBP')"", ""('two', 'CD')"", ""('sons', 'NNS')"", ""('.', '.')""]","[""('am', 'VBP')""]"
603,HIND3923032,,2,[],[]
604,HIND4787804,Can I have a rice.,3,"[""('Can', 'MD')"", ""('I', 'PRP')"", ""('have', 'VBP')"", ""('a', 'DT')"", ""('rice', 'NN')"", ""('.', '.')""]","[""('have', 'VBP')"", ""('a', 'DT')""]"
605,HIND4787804,Can I have many rice.,3,"[""('Can', 'MD')"", ""('I', 'PRP')"", ""('have', 'VBP')"", ""('many', 'JJ')"", ""('rice', 'NN')"", ""('.', '.')""]","[""('have', 'VBP')"", ""('many', 'JJ')""]"
606,HIND4787804,Can I have some rice.,3,"[""('Can', 'MD')"", ""('I', 'PRP')"", ""('have', 'VB')"", ""('some', 'DT')"", ""('rice', 'NN')"", ""('.', '.')""]",[]
607,HIND4787804,Can I have few rice.,3,"[""('Can', 'MD')"", ""('I', 'PRP')"", ""('have', 'VBP')"", ""('few', 'JJ')"", ""('rice', 'NN')"", ""('.', '.')""]","[""('few', 'JJ')"", ""('have', 'VBP')""]"
608,HIND2846973,What's up?,1,"[""('What', 'WP')"", '(""\'s"", \'VBZ\')', ""('up', 'RP')"", ""('?', '.')""]",[]
609,HIND2846973,What're up?,1,"[""('What', 'WP')"", '(""\'re"", \'VBP\')', ""('up', 'RP')"", ""('?', '.')""]","['(""\'re"", \'VBP\')']"
610,HIND2846973,What up?,1,"[""('What', 'WP')"", ""('up', 'RP')"", ""('?', '.')""]",[]
611,HIND2846973,How's up?,1,"[""('How', 'WRB')"", '(""\'s"", \'VBZ\')', ""('up', 'RP')"", ""('?', '.')""]","[""('How', 'WRB')""]"
612,HIND4163976,She is sitting in the chair.,3,"[""('She', 'PRP')"", ""('is', 'VBZ')"", ""('sitting', 'VBG')"", ""('in', 'IN')"", ""('the', 'DT')"", ""('chair', 'NN')"", ""('.', '.')""]","[""('in', 'IN')""]"
613,HIND4163976,She is sitting at the chair.,3,"[""('She', 'PRP')"", ""('is', 'VBZ')"", ""('sitting', 'VBG')"", ""('at', 'IN')"", ""('the', 'DT')"", ""('chair', 'NN')"", ""('.', '.')""]","[""('at', 'IN')""]"
614,HIND4163976,She is sitting on the chair.,3,"[""('She', 'PRP')"", ""('is', 'VBZ')"", ""('sitting', 'VBG')"", ""('on', 'IN')"", ""('the', 'DT')"", ""('chair', 'NN')"", ""('.', '.')""]",[]
615,HIND4163976,,3,[],[]
616,HIND3869273,I hear with my feet.,2,"[""('I', 'PRP')"", ""('hear', 'VBP')"", ""('with', 'IN')"", ""('my', 'PRP$')"", ""('feet', 'NNS')"", ""('.', '.')""]","[""('hear', 'VBP')""]"
617,HIND3869273,I walk with my feet.,2,"[""('I', 'PRP')"", ""('walk', 'VBP')"", ""('with', 'IN')"", ""('my', 'PRP$')"", ""('feet', 'NNS')"", ""('.', '.')""]",[]
618,HIND3869273,I see with my feet.,2,"[""('I', 'PRP')"", ""('see', 'VBP')"", ""('with', 'IN')"", ""('my', 'PRP$')"", ""('feet', 'NNS')"", ""('.', '.')""]","[""('see', 'VBP')""]"
619,HIND3869273,,2,[],[]
620,HIND4215319,My father's bag is under the bed.,1,"[""('My', 'PRP$')"", ""('father', 'NN')"", '(""\'s"", \'POS\')', ""('bag', 'NN')"", ""('is', 'VBZ')"", ""('under', 'IN')"", ""('the', 'DT')"", ""('bed', 'NN')"", ""('.', '.')""]",[]
621,HIND4215319,My father is bag is under the bed.,1,"[""('My', 'PRP$')"", ""('father', 'NN')"", ""('is', 'VBZ')"", ""('bag', 'VBN')"", ""('is', 'VBZ')"", ""('under', 'IN')"", ""('the', 'DT')"", ""('bed', 'NN')"", ""('.', '.')""]","[""('bag', 'VBN')""]"
622,HIND4215319,My father has bag is under the bed.,1,"[""('My', 'PRP$')"", ""('father', 'NN')"", ""('has', 'VBZ')"", ""('bag', 'VBN')"", ""('is', 'VBZ')"", ""('under', 'IN')"", ""('the', 'DT')"", ""('bed', 'NN')"", ""('.', '.')""]","[""('has', 'VBZ')"", ""('bag', 'VBN')""]"
623,HIND4215319,,1,[],[]
624,HIND3663335,There are threeteen cars at the airport.,3,"[""('There', 'EX')"", ""('are', 'VBP')"", ""('threeteen', 'JJ')"", ""('cars', 'NNS')"", ""('at', 'IN')"", ""('the', 'DT')"", ""('airport', 'NN')"", ""('.', '.')""]","[""('threeteen', 'JJ')""]"
625,HIND3663335,There are one cars at the airport.,3,"[""('There', 'EX')"", ""('are', 'VBP')"", ""('one', 'CD')"", ""('cars', 'NNS')"", ""('at', 'IN')"", ""('the', 'DT')"", ""('airport', 'NN')"", ""('.', '.')""]","[""('one', 'CD')""]"
626,HIND3663335,There are thirteen cars at the airport.,3,"[""('There', 'EX')"", ""('are', 'VBP')"", ""('thirteen', 'JJ')"", ""('cars', 'NNS')"", ""('at', 'IN')"", ""('the', 'DT')"", ""('airport', 'NN')"", ""('.', '.')""]",[]
627,HIND3663335,,3,[],[]
628,HIND3787519,Your father is a smart.,2,"[""('Your', 'PRP$')"", ""('father', 'NN')"", ""('is', 'VBZ')"", ""('a', 'DT')"", ""('smart', 'NN')"", ""('.', '.')""]","[""('smart', 'NN')"", ""('a', 'DT')""]"
629,HIND3787519,Your father is smart.,2,"[""('Your', 'PRP$')"", ""('father', 'NN')"", ""('is', 'VBZ')"", ""('smart', 'JJ')"", ""('.', '.')""]",[]
630,HIND3787519,Your father is smarty.,2,"[""('Your', 'PRP$')"", ""('father', 'NN')"", ""('is', 'VBZ')"", ""('smarty', 'JJ')"", ""('.', '.')""]","[""('smarty', 'JJ')""]"
631,HIND3787519,,2,[],[]
632,HIND4675838,Can I has some milk please?,2,"[""('Can', 'MD')"", ""('I', 'PRP')"", ""('has', 'VBZ')"", ""('some', 'DT')"", ""('milk', 'NN')"", ""('please', 'VB')"", ""('?', '.')""]","[""('has', 'VBZ')""]"
633,HIND4675838,Can I have some milk please?,2,"[""('Can', 'MD')"", ""('I', 'PRP')"", ""('have', 'VB')"", ""('some', 'DT')"", ""('milk', 'NN')"", ""('please', 'VB')"", ""('?', '.')""]",[]
634,HIND4675838,Can I am have some milk please?,2,"[""('Can', 'MD')"", ""('I', 'PRP')"", ""('am', 'VBP')"", ""('have', 'VBP')"", ""('some', 'DT')"", ""('milk', 'NN')"", ""('please', 'VB')"", ""('?', '.')""]","[""('have', 'VBP')"", ""('am', 'VBP')""]"
635,HIND4675838,Can I having some milk please?,2,"[""('Can', 'MD')"", ""('I', 'PRP')"", ""('having', 'VBG')"", ""('some', 'DT')"", ""('milk', 'NN')"", ""('please', 'VB')"", ""('?', '.')""]","[""('having', 'VBG')""]"
636,HIND4444506,London has noisy neighborhoods.,1,"[""('London', 'NNP')"", ""('has', 'VBZ')"", ""('noisy', 'VBN')"", ""('neighborhoods', 'NNS')"", ""('.', '.')""]",[]
637,HIND4444506,London has noise neighborhoods.,1,"[""('London', 'NNP')"", ""('has', 'VBZ')"", ""('noise', 'VBN')"", ""('neighborhoods', 'NNS')"", ""('.', '.')""]","[""('noise', 'VBN')""]"
638,HIND4444506,London has noisely neighborhoods.,1,"[""('London', 'NNP')"", ""('has', 'VBZ')"", ""('noisely', 'RB')"", ""('neighborhoods', 'NNS')"", ""('.', '.')""]","[""('noisely', 'RB')""]"
639,HIND4444506,London has is noisy neighborhoods.,1,"[""('London', 'NNP')"", ""('has', 'VBZ')"", ""('is', 'VBZ')"", ""('noisy', 'VBN')"", ""('neighborhoods', 'NNS')"", ""('.', '.')""]","[""('is', 'VBZ')""]"
640,HIND3259172,They are not my friends.,1,"[""('They', 'PRP')"", ""('are', 'VBP')"", ""('not', 'RB')"", ""('my', 'PRP$')"", ""('friends', 'NNS')"", ""('.', '.')""]",[]
641,HIND3259172,They do not my friends.,1,"[""('They', 'PRP')"", ""('do', 'VBP')"", ""('not', 'RB')"", ""('my', 'PRP$')"", ""('friends', 'NNS')"", ""('.', '.')""]","[""('do', 'VBP')""]"
642,HIND3259172,They is not my friends.,1,"[""('They', 'PRP')"", ""('is', 'VBZ')"", ""('not', 'RB')"", ""('my', 'PRP$')"", ""('friends', 'NNS')"", ""('.', '.')""]","[""('is', 'VBZ')""]"
